1.3358e-05,1.9337e-05,2.6608e-05,3.4965e-05,4.4041e-05,5.3318e-05,6.2205e-05,7.0337e-05,7.7588e-05,8.4102e-05,9.0353e-05,9.6855e-05,0.00010402,0.000112,0.00012077,0.00013011,0.00013949,0.00014856,0.00015694,0.00016434,0.00017075,0.00017629,0.00018096,0.00018477,0.00018766,0.00018948,0.00019004,0.00018935,0.00018752,0.0001848,0.00018158,0.00017832,0.00017549,0.00017317,0.00017132,0.00016952,0.00016712,0.00016366,0.00015886,0.00015259,0.00014504,0.00013647,0.00012707,0.00011704,0.00010666,9.6295e-05,8.6315e-05,7.7099e-05,6.8935e-05,6.2007e-05,5.6382e-05,5.1896e-05,4.8445e-05,4.5705e-05,4.3439e-05,4.1282e-05,3.9044e-05,3.6628e-05,3.4112e-05,3.1668e-05,2.9487e-05,2.7693e-05,2.6318e-05,2.5272e-05,2.4376e-05,2.3563e-05,2.2826e-05,2.2241e-05,2.1929e-05,2.197e-05,2.2353e-05,2.2958e-05,2.3663e-05,2.4353e-05,2.4996e-05,2.5512e-05,2.5898e-05,2.6065e-05,2.5941e-05,2.5479e-05,2.4651e-05,2.3515e-05,2.2178e-05,2.0862e-05,1.9729e-05,1.9004e-05,1.8781e-05,1.9012e-05,1.9523e-05,2.0123e-05,2.0613e-05,2.0914e-05,2.1004e-05,2.091e-05,2.0645e-05,2.0168e-05,1.9457e-05,1.851e-05,1.7407e-05,1.6241e-05,1.5136e-05,1.4229e-05,1.3562e-05,1.3162e-05,1.2955e-05,1.2821e-05,1.2622e-05,1.2238e-05,1.1594e-05,1.0701e-05,9.623e-06,8.4601e-06,7.2895e-06,6.1988e-06,5.2222e-06,4.3771e-06,3.6489e-06,3.0029e-06,2.4407e-06,1.9399e-06,1.4991e-06,1.1383e-06,8.4629e-07,6.1502e-07,4.3428e-07,2.9309e-07,1.8186e-07,1.0503e-07
1.5812e-05,2.2886e-05,3.1517e-05,4.1481e-05,5.2366e-05,6.3578e-05,7.4414e-05,8.4421e-05,9.3403e-05,0.0001015,0.00010924,0.00011724,0.00012602,0.00013583,0.00014667,0.00015832,0.00017016,0.00018177,0.00019263,0.00020237,0.00021092,0.00021834,0.00022458,0.00022961,0.00023335,0.00023565,0.0002363,0.00023536,0.00023302,0.00022958,0.00022549,0.00022128,0.00021747,0.00021422,0.00021149,0.00020884,0.00020551,0.00020096,0.00019479,0.00018682,0.00017728,0.00016654,0.00015488,0.00014257,0.00012996,0.00011741,0.00010532,9.4129e-05,8.4174e-05,7.5696e-05,6.8794e-05,6.3297e-05,5.9079e-05,5.5764e-05,5.3051e-05,5.0484e-05,4.7803e-05,4.486e-05,4.1722e-05,3.8603e-05,3.5759e-05,3.339e-05,3.1573e-05,3.0234e-05,2.9165e-05,2.8278e-05,2.753e-05,2.6978e-05,2.6735e-05,2.6887e-05,2.7414e-05,2.8192e-05,2.9091e-05,2.9965e-05,3.0768e-05,3.1377e-05,3.1764e-05,3.1831e-05,3.1508e-05,3.0773e-05,2.9623e-05,2.8142e-05,2.6457e-05,2.4817e-05,2.3399e-05,2.2464e-05,2.2117e-05,2.2304e-05,2.2832e-05,2.3485e-05,2.4041e-05,2.4406e-05,2.4554e-05,2.4502e-05,2.4263e-05,2.3781e-05,2.3037e-05,2.2036e-05,2.0867e-05,1.9641e-05,1.8497e-05,1.7585e-05,1.6946e-05,1.6592e-05,1.6421e-05,1.6281e-05,1.6007e-05,1.5466e-05,1.4591e-05,1.341e-05,1.2011e-05,1.0514e-05,9.0147e-06,7.6182e-06,6.3684e-06,5.2889e-06,4.3646e-06,3.5575e-06,2.8641e-06,2.2556e-06,1.7298e-06,1.3049e-06,9.6687e-07,7.0178e-07,4.9711e-07,3.3712e-07,2.1057e-07,1.2265e-07
1.7492e-05,2.5353e-05,3.4994e-05,4.6189e-05,5.8507e-05,7.1307e-05,8.3806e-05,9.5472e-05,0.00010603,0.00011557,0.00012465,0.00013395,0.00014409,0.00015541,0.00016799,0.00018162,0.0001957,0.0002097,0.00022305,0.00023524,0.00024609,0.00025555,0.00026349,0.00026982,0.00027444,0.00027722,0.00027797,0.00027683,0.00027404,0.00026997,0.00026512,0.00026001,0.00025522,0.00025091,0.00024708,0.00024328,0.00023872,0.00023281,0.00022506,0.0002153,0.00020381,0.00019109,0.00017749,0.00016338,0.0001491,0.00013498,0.0001214,0.00010877,9.7456e-05,8.7748e-05,7.9771e-05,7.3384e-05,6.8463e-05,6.4612e-05,6.1486e-05,5.8558e-05,5.5491e-05,5.2078e-05,4.8363e-05,4.4585e-05,4.1068e-05,3.8095e-05,3.5807e-05,3.4165e-05,3.2951e-05,3.2061e-05,3.1398e-05,3.0978e-05,3.0881e-05,3.1183e-05,3.1859e-05,3.2794e-05,3.3869e-05,3.4917e-05,3.5861e-05,3.6524e-05,3.6837e-05,3.6695e-05,3.6054e-05,3.4945e-05,3.3414e-05,3.1585e-05,2.9598e-05,2.7707e-05,2.6081e-05,2.4987e-05,2.4521e-05,2.4629e-05,2.5106e-05,2.573e-05,2.6276e-05,2.6648e-05,2.6824e-05,2.6815e-05,2.6636e-05,2.6218e-05,2.5539e-05,2.4605e-05,2.3501e-05,2.2336e-05,2.1258e-05,2.0418e-05,1.9859e-05,1.9582e-05,1.9465e-05,1.9325e-05,1.8978e-05,1.8284e-05,1.7188e-05,1.5738e-05,1.4048e-05,1.2255e-05,1.0465e-05,8.799e-06,7.3055e-06,6.0143e-06,4.9122e-06,3.9626e-06,3.1573e-06,2.4619e-06,1.8735e-06,1.4049e-06,1.039e-06,7.5512e-07,5.3839e-07,3.6834e-07,2.328e-07,1.374e-07
1.8293e-05,2.6593e-05,3.6835e-05,4.8809e-05,6.209e-05,7.6031e-05,8.9803e-05,0.00010281,0.0001147,0.0001255,0.00013574,0.00014609,0.00015726,0.00016966,0.0001835,0.00019861,0.00021447,0.00023055,0.00024619,0.00026079,0.00027398,0.00028553,0.00029519,0.00030282,0.0003083,0.00031153,0.00031241,0.00031113,0.00030803,0.00030348,0.00029804,0.00029219,0.00028648,0.00028105,0.00027594,0.00027069,0.00026457,0.00025698,0.00024746,0.00023586,0.00022255,0.00020815,0.00019311,0.00017783,0.00016263,0.00014777,0.00013351,0.00012018,0.00010813,9.7649e-05,8.8905e-05,8.1812e-05,7.6282e-05,7.1946e-05,6.8441e-05,6.5198e-05,6.1806e-05,5.7997e-05,5.3777e-05,4.9401e-05,4.5244e-05,4.1678e-05,3.8911e-05,3.6963e-05,3.5629e-05,3.4792e-05,3.4299e-05,3.4097e-05,3.4211e-05,3.4689e-05,3.5501e-05,3.6561e-05,3.7776e-05,3.8967e-05,4.0017e-05,4.0688e-05,4.0853e-05,4.0407e-05,3.9352e-05,3.7791e-05,3.5848e-05,3.3694e-05,3.1477e-05,2.9432e-05,2.7695e-05,2.6507e-05,2.5943e-05,2.5935e-05,2.6285e-05,2.6779e-05,2.7213e-05,2.7509e-05,2.7658e-05,2.7678e-05,2.7583e-05,2.7299e-05,2.6791e-05,2.6054e-05,2.5144e-05,2.4154e-05,2.3224e-05,2.25e-05,2.2039e-05,2.1839e-05,2.1769e-05,2.163e-05,2.1221e-05,2.0399e-05,1.9122e-05,1.746e-05,1.5545e-05,1.3529e-05,1.1524e-05,9.6549e-06,7.9745e-06,6.5162e-06,5.2703e-06,4.2083e-06,3.3191e-06,2.5642e-06,1.9408e-06,1.4524e-06,1.0779e-06,7.895e-07,5.7016e-07,3.9577e-07,2.5464e-07,1.5297e-07
1.8349e-05,2.6781e-05,3.7252e-05,4.957e-05,6.3344e-05,7.7952e-05,9.2575e-05,0.00010658,0.00011954,0.0001314,0.00014261,0.0001538,0.00016571,0.00017879,0.00019339,0.00020942,0.00022652,0.00024423,0.00026185,0.00027867,0.00029408,0.00030766,0.00031896,0.0003278,0.00033405,0.0003377,0.00033872,0.00033741,0.00033412,0.00032928,0.00032343,0.00031699,0.00031045,0.00030389,0.00029734,0.0002904,0.00028241,0.0002729,0.00026145,0.00024805,0.00023314,0.00021745,0.0002015,0.00018574,0.0001704,0.00015563,0.00014151,0.00012826,0.00011614,0.00010541,9.6256e-05,8.8675e-05,8.2648e-05,7.7882e-05,7.4027e-05,7.0511e-05,6.6853e-05,6.2733e-05,5.8108e-05,5.3228e-05,4.8507e-05,4.4393e-05,4.1163e-05,3.8907e-05,3.7458e-05,3.6696e-05,3.641e-05,3.6471e-05,3.6828e-05,3.7486e-05,3.8408e-05,3.9549e-05,4.0854e-05,4.2146e-05,4.326e-05,4.3898e-05,4.3869e-05,4.3073e-05,4.156e-05,3.9522e-05,3.7167e-05,3.4721e-05,3.2341e-05,3.022e-05,2.8452e-05,2.7224e-05,2.6572e-05,2.6411e-05,2.6558e-05,2.6823e-05,2.7043e-05,2.7174e-05,2.7232e-05,2.7251e-05,2.7248e-05,2.7148e-05,2.6895e-05,2.6458e-05,2.5847e-05,2.5117e-05,2.4383e-05,2.3785e-05,2.34e-05,2.3237e-05,2.3178e-05,2.3024e-05,2.2565e-05,2.1656e-05,2.0262e-05,1.8468e-05,1.6418e-05,1.4273e-05,1.2145e-05,1.0159e-05,8.364e-06,6.7977e-06,5.4545e-06,4.3188e-06,3.3799e-06,2.5967e-06,1.9664e-06,1.4806e-06,1.1127e-06,8.2865e-07,6.0988e-07,4.3116e-07,2.8319e-07,1.7322e-07
1.7947e-05,2.6299e-05,3.6715e-05,4.903e-05,6.2895e-05,7.7756e-05,9.2845e-05,0.00010751,0.0001213,0.00013405,0.00014609,0.00015797,0.00017038,0.00018382,0.00019873,0.00021519,0.00023302,0.00025189,0.00027111,0.00028985,0.00030729,0.00032273,0.00033553,0.00034544,0.00035235,0.00035635,0.00035754,0.00035624,0.00035287,0.00034785,0.00034168,0.00033474,0.00032738,0.00031964,0.00031155,0.00030275,0.00029275,0.0002812,0.00026785,0.00025281,0.00023661,0.00022007,0.00020373,0.00018804,0.00017315,0.00015911,0.00014579,0.00013327,0.00012166,0.00011116,0.00010195,9.4116e-05,8.7727e-05,8.2602e-05,7.8437e-05,7.469e-05,7.0834e-05,6.6503e-05,6.1603e-05,5.6359e-05,5.1207e-05,4.6642e-05,4.3005e-05,4.0459e-05,3.8892e-05,3.8189e-05,3.8097e-05,3.8408e-05,3.8995e-05,3.9804e-05,4.0794e-05,4.1961e-05,4.3292e-05,4.4623e-05,4.5746e-05,4.6318e-05,4.6085e-05,4.4954e-05,4.3022e-05,4.0556e-05,3.7848e-05,3.5169e-05,3.2682e-05,3.0538e-05,2.8783e-05,2.7538e-05,2.6792e-05,2.6441e-05,2.6325e-05,2.6285e-05,2.6214e-05,2.6115e-05,2.6033e-05,2.6022e-05,2.6104e-05,2.6204e-05,2.624e-05,2.6151e-05,2.5884e-05,2.5443e-05,2.4913e-05,2.4417e-05,2.406e-05,2.3878e-05,2.3782e-05,2.3589e-05,2.3092e-05,2.214e-05,2.07e-05,1.8858e-05,1.6765e-05,1.458e-05,1.2417e-05,1.0389e-05,8.5473e-06,6.9277e-06,5.5303e-06,4.3564e-06,3.3974e-06,2.6113e-06,1.9945e-06,1.525e-06,1.1697e-06,8.9051e-07,6.6852e-07,4.8036e-07,3.2078e-07,1.9879e-07
1.7342e-05,2.5485e-05,3.5657e-05,4.7715e-05,6.1374e-05,7.6167e-05,9.1425e-05,0.00010651,0.00012094,0.00013445,0.00014724,0.0001597,0.00017246,0.00018605,0.00020101,0.00021754,0.00023571,0.00025532,0.00027573,0.00029603,0.00031517,0.00033218,0.00034625,0.00035703,0.00036447,0.00036876,0.00037011,0.00036888,0.00036549,0.00036033,0.00035383,0.00034631,0.00033804,0.00032904,0.00031933,0.00030863,0.00029663,0.00028315,0.0002681,0.00025175,0.00023466,0.00021769,0.00020138,0.00018616,0.0001721,0.00015914,0.00014701,0.00013561,0.0001249,0.000115,0.00010602,9.8172e-05,9.159e-05,8.6222e-05,8.1836e-05,7.7946e-05,7.4e-05,6.9603e-05,6.4604e-05,5.919e-05,5.3788e-05,4.8915e-05,4.4956e-05,4.2146e-05,4.044e-05,3.974e-05,3.9772e-05,4.0264e-05,4.1014e-05,4.1914e-05,4.291e-05,4.4035e-05,4.5312e-05,4.6606e-05,4.7674e-05,4.815e-05,4.7736e-05,4.6341e-05,4.4094e-05,4.1314e-05,3.8354e-05,3.5515e-05,3.2965e-05,3.0816e-05,2.9077e-05,2.78e-05,2.6937e-05,2.6361e-05,2.5946e-05,2.5569e-05,2.5181e-05,2.4836e-05,2.4603e-05,2.4554e-05,2.4708e-05,2.4992e-05,2.5301e-05,2.5546e-05,2.5616e-05,2.5456e-05,2.5115e-05,2.4693e-05,2.4317e-05,2.4059e-05,2.3869e-05,2.3599e-05,2.3054e-05,2.2082e-05,2.0645e-05,1.8822e-05,1.6759e-05,1.461e-05,1.2483e-05,1.0478e-05,8.6441e-06,7.0169e-06,5.6014e-06,4.4157e-06,3.4557e-06,2.6788e-06,2.0808e-06,1.6259e-06,1.2747e-06,9.8929e-07,7.5178e-07,5.4398e-07,3.6549e-07,2.2728e-07
1.6735e-05,2.4607e-05,3.4425e-05,4.6073e-05,5.9335e-05,7.3857e-05,8.9091e-05,0.00010442,0.00011939,0.00013358,0.00014705,0.00016007,0.00017312,0.00018678,0.00020165,0.00021807,0.00023631,0.00025633,0.00027752,0.00029895,0.00031936,0.00033758,0.00035262,0.00036406,0.00037189,0.00037639,0.00037788,0.00037673,0.00037333,0.00036797,0.00036102,0.00035276,0.00034339,0.000333,0.00032162,0.0003091,0.00029529,0.00028017,0.00026381,0.00024656,0.00022904,0.00021203,0.00019606,0.00018152,0.00016843,0.00015663,0.00014576,0.0001356,0.00012594,0.00011681,0.00010827,0.0001006,9.4003e-05,8.8546e-05,8.4074e-05,8.0173e-05,7.6295e-05,7.2027e-05,6.717e-05,6.1852e-05,5.6464e-05,5.1504e-05,4.7377e-05,4.4378e-05,4.2526e-05,4.1757e-05,4.1797e-05,4.2341e-05,4.3131e-05,4.4013e-05,4.4924e-05,4.5926e-05,4.7067e-05,4.8243e-05,4.9195e-05,4.9561e-05,4.9012e-05,4.746e-05,4.5048e-05,4.2106e-05,3.9024e-05,3.6108e-05,3.353e-05,3.1373e-05,2.9622e-05,2.8277e-05,2.7263e-05,2.6439e-05,2.5719e-05,2.5016e-05,2.434e-05,2.3782e-05,2.3427e-05,2.3347e-05,2.3558e-05,2.3983e-05,2.4505e-05,2.5015e-05,2.5363e-05,2.5438e-05,2.5254e-05,2.4879e-05,2.4456e-05,2.4084e-05,2.3759e-05,2.3371e-05,2.2755e-05,2.1762e-05,2.035e-05,1.8585e-05,1.6601e-05,1.4538e-05,1.2494e-05,1.0555e-05,8.7676e-06,7.1655e-06,5.7586e-06,4.579e-06,3.6265e-06,2.8587e-06,2.2695e-06,1.8119e-06,1.4426e-06,1.129e-06,8.5709e-07,6.1652e-07,4.114e-07,2.5395e-07
1.6176e-05,2.3749e-05,3.3159e-05,4.4319e-05,5.7089e-05,7.1234e-05,8.6339e-05,0.00010183,0.00011725,0.00013208,0.0001462,0.00015974,0.00017309,0.00018685,0.00020164,0.00021794,0.00023616,0.00025633,0.00027795,0.00030002,0.00032121,0.00034017,0.00035582,0.00036768,0.00037574,0.00038038,0.00038199,0.0003809,0.00037745,0.00037181,0.00036426,0.00035507,0.00034442,0.00033252,0.00031949,0.00030532,0.00029,0.00027366,0.00025646,0.0002388,0.00022128,0.00020458,0.00018917,0.00017539,0.00016321,0.00015245,0.0001427,0.00013363,0.00012494,0.00011658,0.00010857,0.0001012,9.4759e-05,8.9386e-05,8.4999e-05,8.1259e-05,7.7644e-05,7.3739e-05,6.9302e-05,6.4388e-05,5.9323e-05,5.4544e-05,5.0448e-05,4.7369e-05,4.5389e-05,4.4483e-05,4.4408e-05,4.4857e-05,4.5537e-05,4.6271e-05,4.6988e-05,4.7769e-05,4.8679e-05,4.9648e-05,5.0417e-05,5.0649e-05,5.0004e-05,4.8397e-05,4.5963e-05,4.3014e-05,3.9945e-05,3.7045e-05,3.4481e-05,3.2316e-05,3.0526e-05,2.9075e-05,2.7881e-05,2.6803e-05,2.5795e-05,2.481e-05,2.3901e-05,2.319e-05,2.2757e-05,2.2666e-05,2.2914e-05,2.3424e-05,2.4073e-05,2.4749e-05,2.5282e-05,2.5526e-05,2.5463e-05,2.5127e-05,2.4657e-05,2.4166e-05,2.3686e-05,2.3152e-05,2.2434e-05,2.1399e-05,2.001e-05,1.8315e-05,1.6431e-05,1.4479e-05,1.2547e-05,1.07e-05,8.9849e-06,7.431e-06,6.0521e-06,4.8884e-06,3.9422e-06,3.1713e-06,2.5681e-06,2.0794e-06,1.6623e-06,1.2947e-06,9.6972e-07,6.8558e-07,4.4941e-07,2.7282e-07
1.5662e-05,2.2922e-05,3.1904e-05,4.2555e-05,5.4806e-05,6.8541e-05,8.3476e-05,9.9094e-05,0.00011492,0.00013035,0.0001451,0.00015917,0.00017286,0.00018678,0.00020159,0.00021786,0.00023604,0.00025624,0.00027796,0.00030023,0.00032168,0.00034091,0.0003568,0.00036882,0.00037698,0.00038169,0.00038338,0.00038233,0.00037878,0.0003728,0.00036454,0.00035428,0.00034223,0.00032878,0.0003142,0.00029861,0.00028214,0.00026501,0.00024743,0.00022982,0.00021267,0.00019655,0.00018184,0.00016879,0.00015738,0.00014742,0.00013848,0.00013022,0.00012228,0.00011454,0.00010701,0.00010001,9.3838e-05,8.8708e-05,8.4577e-05,8.1174e-05,7.8011e-05,7.469e-05,7.0941e-05,6.6739e-05,6.2323e-05,5.8025e-05,5.4204e-05,5.1203e-05,4.9149e-05,4.8067e-05,4.7767e-05,4.7967e-05,4.8376e-05,4.8811e-05,4.921e-05,4.9665e-05,5.0252e-05,5.0932e-05,5.146e-05,5.1535e-05,5.0818e-05,4.9227e-05,4.6877e-05,4.4037e-05,4.1082e-05,3.8264e-05,3.574e-05,3.3561e-05,3.1704e-05,3.0119e-05,2.8732e-05,2.7415e-05,2.6161e-05,2.4955e-05,2.3886e-05,2.3084e-05,2.262e-05,2.2532e-05,2.2798e-05,2.3336e-05,2.4025e-05,2.476e-05,2.5379e-05,2.5717e-05,2.5737e-05,2.5437e-05,2.4933e-05,2.4335e-05,2.3702e-05,2.3004e-05,2.216e-05,2.1064e-05,1.9688e-05,1.8065e-05,1.6292e-05,1.4465e-05,1.2657e-05,1.0918e-05,9.2926e-06,7.8051e-06,6.4708e-06,5.331e-06,4.3873e-06,3.5988e-06,2.9561e-06,2.4069e-06,1.9136e-06,1.4695e-06,1.0767e-06,7.4237e-07,4.743e-07,2.8102e-07
