0.00011069,0.00016189,0.00022526,0.00030015,0.00038566,0.00048156,0.00058746,0.0007037,0.00083095,0.00096893,0.0011166,0.0012715,0.0014318,0.0015957,0.0017637,0.0019364,0.0021135,0.0022924,0.0024656,0.0026227,0.0027523,0.0028458,0.0029001,0.0029182,0.0029075,0.0028769,0.0028329,0.0027786,0.0027145,0.0026405,0.0025568,0.0024639,0.002362,0.0022495,0.0021248,0.0019877,0.0018414,0.0016928,0.0015492,0.0014168,0.0012982,0.0011932,0.0010992,0.0010141,0.00093592,0.00086292,0.00079312,0.00072445,0.00065481,0.00058417,0.00051357,0.00044557,0.00038272,0.00032734,0.00028031,0.00024111,0.00020839,0.00018006,0.00015422,0.0001293,0.00010483,8.1264e-05,5.9559e-05,4.0891e-05
0.0001102,0.00016104,0.00022384,0.00029792,0.00038233,0.0004768,0.00058093,0.00069504,0.00081977,0.0009548,0.001099,0.00125,0.0014059,0.0015651,0.0017279,0.001895,0.0020664,0.0022395,0.0024071,0.0025592,0.0026848,0.0027756,0.0028286,0.002847,0.0028377,0.0028095,0.0027686,0.0027179,0.0026575,0.0025874,0.0025076,0.0024187,0.0023208,0.0022124,0.0020923,0.0019605,0.0018202,0.001678,0.0015413,0.0014155,0.0013031,0.0012034,0.0011138,0.0010321,0.00095621,0.00088422,0.0008142,0.00074419,0.00067232,0.00059888,0.00052529,0.00045443,0.00038915,0.00033188,0.00028353,0.00024352,0.00021037,0.00018184,0.00015593,0.00013094,0.00010636,8.2617e-05,6.0674e-05,4.1746e-05
0.00010091,0.00014722,0.00020425,0.00027129,0.0003474,0.00043226,0.0005255,0.00062744,0.00073862,0.00085875,0.00098679,0.0011206,0.0012583,0.0013984,0.0015415,0.0016881,0.0018383,0.0019901,0.0021372,0.002271,0.0023817,0.0024623,0.0025099,0.0025275,0.0025212,0.0024985,0.002465,0.0024229,0.0023723,0.0023131,0.0022454,0.0021693,0.0020851,0.0019917,0.001888,0.0017745,0.0016541,0.0015328,0.0014168,0.0013105,0.0012155,0.001131,0.0010543,0.00098315,0.00091574,0.00085019,0.00078478,0.00071783,0.00064796,0.00057592,0.0005035,0.00043383,0.00036994,0.0003142,0.00026749,0.00022918,0.00019773,0.00017087,0.00014663,0.00012329,0.00010032,7.808e-05,5.7465e-05,3.9633e-05
8.6427e-05,0.00012575,0.00017388,0.00023011,0.00029355,0.00036383,0.00044066,0.00052435,0.00061534,0.00071342,0.00081775,0.00092647,0.0010381,0.0011513,0.0012665,0.0013842,0.0015048,0.0016266,0.001745,0.0018532,0.0019433,0.0020097,0.0020501,0.0020667,0.0020644,0.0020491,0.0020252,0.0019946,0.0019575,0.0019136,0.0018628,0.0018053,0.0017412,0.0016696,0.00159,0.0015031,0.0014115,0.00132,0.0012332,0.001154,0.001083,0.0010189,0.00095932,0.00090228,0.00084618,0.0007895,0.00073087,0.00066901,0.00060317,0.00053455,0.00046536,0.00039891,0.00033836,0.00028587,0.00024226,0.00020683,0.000178,0.00015358,0.0001317,0.00011075,9.0168e-05,7.0258e-05,5.1783e-05,3.5781e-05
7.0948e-05,0.00010278,0.00014139,0.00018603,0.00023588,0.00029053,0.00034976,0.00041392,0.00048335,0.00055797,0.00063721,0.00071965,0.00080411,0.00088955,0.00097618,0.0010644,0.0011547,0.0012461,0.0013353,0.0014176,0.0014873,0.0015398,0.0015734,0.0015896,0.0015917,0.0015841,0.0015703,0.0015518,0.0015289,0.0015015,0.0014693,0.0014324,0.0013905,0.0013431,0.0012902,0.0012324,0.0011722,0.0011129,0.0010572,0.0010065,0.00096018,0.00091664,0.00087362,0.00082979,0.00078404,0.00073531,0.00068267,0.00062528,0.00056295,0.00049734,0.00043108,0.00036762,0.00031017,0.0002607,0.00021986,0.00018689,0.00016018,0.00013767,0.00011765,9.8648e-05,8.0128e-05,6.233e-05,4.5897e-05,3.1708e-05
5.7532e-05,8.2876e-05,0.00011321,0.00014776,0.00018574,0.00022674,0.00027059,0.00031766,0.00036825,0.00042243,0.00047997,0.00053987,0.00060133,0.00066356,0.00072656,0.00079057,0.00085602,0.00092245,0.00098801,0.0010494,0.0011028,0.0011448,0.0011738,0.0011904,0.001197,0.0011965,0.0011916,0.0011841,0.0011742,0.0011622,0.0011478,0.0011305,0.0011099,0.0010855,0.0010576,0.001027,0.00099562,0.00096541,0.00093762,0.00091177,0.00088627,0.00085918,0.00082866,0.00079407,0.000755,0.00071099,0.00066151,0.00060612,0.00054508,0.00048044,0.00041521,0.00035295,0.00029692,0.00024884,0.00020923,0.00017716,0.00015106,0.00012898,0.00010939,9.1031e-05,7.3399e-05,5.6719e-05,4.1538e-05,2.8571e-05
4.7414e-05,6.7891e-05,9.2028e-05,0.00011901,0.0001481,0.00017883,0.00021111,0.00024529,0.00028166,0.00032046,0.00036177,0.00040508,0.00044992,0.00049575,0.00054244,0.00058997,0.00063866,0.00068832,0.00073802,0.00078566,0.00082869,0.00086445,0.00089131,0.00090943,0.00092012,0.00092564,0.00092832,0.00092999,0.0009314,0.00093286,0.00093404,0.00093413,0.00093244,0.00092818,0.00092175,0.00091388,0.00090614,0.0008993,0.00089323,0.00088604,0.00087524,0.00085872,0.00083513,0.00080461,0.00076755,0.00072413,0.00067421,0.00061767,0.00055513,0.00048894,0.00042243,0.00035922,0.00030253,0.00025386,0.00021351,0.00018042,0.00015304,0.00012957,0.00010869,8.9352e-05,7.1145e-05,5.4316e-05,3.9353e-05,2.6812e-05
4.0288e-05,5.7429e-05,7.736e-05,9.9248e-05,0.00012237,0.00014624,0.00017078,0.00019629,0.00022308,0.00025153,0.00028203,0.00031451,0.00034885,0.00038476,0.00042201,0.00046033,0.00049985,0.00054041,0.0005816,0.00062205,0.00065995,0.00069313,0.00071999,0.00074026,0.00075473,0.00076527,0.00077415,0.00078348,0.00079438,0.00080732,0.00082193,0.000837,0.00085139,0.00086403,0.00087514,0.00088522,0.00089541,0.00090563,0.00091466,0.00091961,0.00091731,0.00090565,0.0008838,0.00085267,0.00081345,0.00076698,0.00071348,0.00065317,0.00058693,0.00051735,0.00044796,0.00038236,0.00032358,0.00027288,0.0002303,0.00019465,0.00016444,0.00013806,0.00011442,9.2738e-05,7.2722e-05,5.4681e-05,3.906e-05,2.627e-05
3.5176e-05,5.0054e-05,6.7219e-05,8.5843e-05,0.00010524,0.00012486,0.00014465,0.00016481,0.00018567,0.00020771,0.00023161,0.00025766,0.00028607,0.00031679,0.00034958,0.00038393,0.00041973,0.00045674,0.00049468,0.00053257,0.00056897,0.000602,0.00063011,0.00065285,0.00067079,0.00068567,0.00069985,0.00071577,0.00073484,0.00075769,0.00078387,0.00081183,0.00083988,0.0008666,0.00089175,0.00091548,0.00093853,0.00096017,0.00097843,0.0009899,0.00099097,0.00097967,0.00095565,0.00092052,0.00087615,0.00082403,0.00076481,0.0006991,0.00062805,0.0005544,0.00048174,0.00041345,0.00035225,0.00029906,0.00025367,0.00021474,0.00018094,0.00015086,0.0001237,9.8944e-05,7.6467e-05,5.6648e-05,3.9895e-05,2.6477e-05
3.1095e-05,4.4288e-05,5.9494e-05,7.5941e-05,9.2979e-05,0.00011004,0.00012703,0.00014405,0.00016143,0.00017974,0.00019982,0.0002223,0.00024762,0.00027596,0.00030706,0.00034031,0.00037536,0.0004118,0.00044933,0.00048711,0.00052384,0.00055786,0.0005877,0.00061289,0.00063398,0.00065273,0.00067161,0.00069332,0.00071946,0.00075078,0.00078679,0.00082561,0.00086507,0.00090326,0.00093937,0.00097308,0.0010047,0.0010331,0.001056,0.0010696,0.0010704,0.0010565,0.001028,0.00098694,0.00093582,0.00087679,0.00081098,0.00073953,0.00066386,0.00058679,0.00051174,0.0004417,0.0003789,0.00032387,0.00027612,0.00023426,0.0001971,0.00016352,0.00013299,0.00010529,8.0436e-05,5.8879e-05,4.0987e-05,2.6908e-05
